,Unnamed: 0,Unnamed: 0.1,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,AdoptionSpeed
82,82,82,1,3,74,0,1,4,1,2,2,0,0,0,4,4
83,83,83,0,4,21,0,0,5,1,2,2,0,0,0,5,2
84,84,84,1,120,74,1,0,0,0,2,1,1,0,0,3,4
85,85,85,1,3,74,0,1,4,1,2,0,0,0,0,4,4
86,86,86,1,36,43,0,1,2,0,1,2,0,0,0,4,1
87,87,87,0,3,21,0,0,0,2,2,0,0,0,0,3,4
88,88,88,0,60,57,1,3,4,1,1,2,0,0,0,0,4
89,89,89,0,1,21,0,1,1,1,2,0,1,0,0,4,1
90,90,90,1,36,86,1,0,1,0,2,2,2,0,0,4,2
91,91,91,1,12,102,1,0,3,1,1,2,0,0,400,1,2
92,92,92,0,1,20,1,0,5,2,1,0,0,0,0,1,2
93,93,93,1,5,8,1,2,5,1,2,2,2,0,0,6,3
94,94,94,1,24,40,0,0,0,1,1,1,1,0,0,3,3
95,95,95,1,3,74,1,1,4,1,1,2,0,0,0,3,1
96,96,96,1,4,74,0,0,4,1,2,0,0,0,0,5,4
97,97,97,0,8,99,1,1,1,1,2,2,0,0,50,8,2
98,98,98,0,12,20,1,0,4,1,1,0,0,0,0,1,3
99,99,99,1,4,74,0,0,0,1,1,2,2,0,0,10,3
100,100,100,1,2,74,1,0,0,1,2,0,0,0,0,3,2
101,101,101,0,7,161,0,0,6,1,2,2,0,0,0,7,2
102,102,102,0,5,19,1,6,4,1,0,0,0,0,100,5,3
103,103,103,1,60,27,0,0,5,1,2,2,2,0,0,2,3
104,104,104,1,12,74,0,1,4,1,2,2,2,0,0,2,2
105,105,105,0,17,21,0,0,0,2,2,1,2,0,0,3,3
106,106,106,1,48,74,1,0,0,1,1,2,2,0,0,2,2
107,107,107,1,4,74,0,0,5,1,2,2,0,0,0,2,3
108,108,108,0,12,126,0,3,1,1,1,1,2,0,0,2,3
109,109,109,0,12,57,1,0,5,0,0,0,0,0,0,2,1
110,110,110,0,3,21,0,4,5,1,2,2,0,0,0,3,2
111,111,111,1,36,18,0,0,0,0,1,1,1,1,0,4,3
112,112,112,1,12,74,0,2,5,1,2,1,1,0,0,1,4
113,113,113,1,2,74,0,0,0,1,1,2,0,0,80,1,4
114,114,114,1,36,18,1,0,4,1,2,2,2,0,0,1,2
115,115,115,0,1,2,0,6,5,2,2,0,0,0,0,3,1
116,116,116,1,2,74,0,1,4,1,2,2,0,0,0,4,1
117,117,117,1,2,74,0,0,0,1,1,2,0,0,0,4,3
118,118,118,1,1,74,0,1,1,0,2,1,1,0,0,2,2
119,119,119,0,2,21,0,0,1,1,2,0,0,0,0,3,2
120,120,120,0,2,99,1,1,1,2,2,0,0,0,0,1,0
121,121,121,1,2,74,0,0,0,1,2,2,0,0,80,9,2
122,122,122,0,3,21,1,6,4,1,2,1,0,0,0,3,4
123,123,123,1,17,74,1,0,4,1,1,2,2,0,150,1,4
124,124,124,0,48,116,1,0,0,0,2,2,0,0,20,4,2
125,125,125,0,1,21,1,0,0,1,2,0,0,0,0,1,2
126,126,126,0,5,21,0,0,5,1,1,0,0,0,150,4,2
127,127,127,1,8,74,1,0,0,1,2,1,2,0,0,3,2
128,128,128,1,4,74,0,5,4,2,2,2,2,0,0,2,4
129,129,129,1,3,74,1,0,5,1,2,2,0,0,0,3,3
130,130,130,0,72,21,1,0,5,1,2,2,2,0,0,10,4
131,131,131,1,12,74,0,0,0,1,1,0,0,0,0,2,4
132,132,132,1,22,131,1,1,1,1,2,2,0,0,0,0,3
133,133,133,1,36,74,1,3,4,1,1,1,0,0,0,3,4
134,134,134,1,2,74,1,2,4,1,1,1,0,0,0,1,3
135,135,135,1,12,74,0,5,4,1,1,2,0,0,0,5,2
136,136,136,1,7,74,1,0,5,2,2,0,0,0,50,1,4
137,137,137,1,2,74,1,0,0,1,2,0,0,0,0,4,1
138,138,138,1,24,74,0,1,5,1,2,2,2,0,0,24,4
139,139,139,1,1,74,0,1,4,1,0,0,0,0,0,3,1
140,140,140,1,1,74,0,1,4,1,2,0,0,0,0,1,2
141,141,141,0,5,21,1,0,5,2,2,2,1,0,0,4,4
142,142,142,1,16,98,0,2,5,2,2,2,1,0,0,3,1
143,143,143,0,2,21,1,3,1,1,2,2,0,0,0,5,2
144,144,144,0,2,20,1,2,4,2,1,1,1,0,0,6,4
145,145,145,1,7,98,1,1,4,1,2,2,1,0,0,8,1
146,146,146,0,13,21,0,1,2,1,2,0,0,0,0,5,4
147,147,147,1,3,74,1,0,5,1,2,2,2,0,0,3,3
148,148,148,1,12,74,1,0,0,1,2,2,0,0,0,1,4
149,149,149,0,3,21,1,0,5,2,2,2,0,0,0,9,2
150,150,150,1,2,74,0,0,0,1,1,0,0,0,0,1,4
151,151,151,0,10,21,0,6,4,1,2,2,2,0,0,8,3
152,152,152,1,2,74,0,6,1,1,2,0,0,0,0,5,1
153,153,153,1,2,74,1,0,0,1,2,0,0,0,0,2,3
154,154,154,0,4,21,0,0,0,0,2,0,0,0,0,8,1
155,155,155,1,60,43,1,1,6,1,1,2,2,0,0,5,3
156,156,156,0,12,21,0,1,2,1,2,2,2,0,0,2,4
157,157,157,0,2,21,0,0,6,2,2,0,0,0,0,5,1
158,158,158,0,6,21,0,3,5,1,2,0,2,0,0,5,4
159,159,159,1,3,74,0,0,0,0,2,1,0,0,0,2,2
160,160,160,1,1,74,0,0,4,1,1,0,0,0,0,4,1
161,161,161,0,3,20,1,6,5,1,1,0,0,0,50,3,1
162,162,162,1,19,74,0,0,4,1,2,2,2,0,80,3,4
163,163,163,0,11,21,0,0,6,1,2,2,2,0,50,5,4
164,164,164,1,37,74,0,1,2,1,2,2,2,0,0,5,4
165,165,165,0,4,81,0,0,5,2,0,0,1,0,250,3,2
166,166,166,1,3,74,1,2,4,1,2,0,2,0,0,6,1
167,167,167,1,6,74,1,0,0,1,2,2,2,0,0,1,3
168,168,168,0,1,21,0,3,1,1,2,0,0,0,0,7,2
169,169,169,1,5,74,1,0,0,1,2,1,1,0,0,0,4
170,170,170,0,7,21,1,0,5,1,2,0,0,0,0,2,2
171,171,171,1,4,74,0,0,0,1,1,0,0,0,1,1,4
172,172,172,0,1,21,0,0,0,1,2,0,0,0,0,0,4
173,173,173,1,48,74,0,1,4,1,2,2,2,0,0,1,3
174,174,174,1,3,7,0,1,4,2,2,0,0,0,0,3,1
175,175,175,1,2,74,1,0,0,1,1,2,0,0,0,1,1
176,176,176,0,4,21,1,6,5,2,2,2,1,0,0,5,1
177,177,177,1,22,98,0,2,5,1,2,2,0,0,0,3,1
178,178,178,1,60,77,0,1,4,2,0,2,2,0,0,3,1
179,179,179,1,3,147,1,0,4,1,2,1,0,0,0,2,2
180,180,180,0,4,20,0,2,4,1,1,1,1,0,0,4,2
181,181,181,0,13,57,0,0,3,1,1,2,0,0,0,3,1
182,182,182,0,1,21,1,0,5,2,2,1,1,0,0,1,3
183,183,183,1,5,62,0,0,4,1,1,2,0,0,0,8,1
184,184,184,1,2,74,0,0,5,1,1,0,0,0,0,12,3
185,185,185,1,2,55,0,1,5,1,2,2,0,0,0,9,2
186,186,186,1,36,74,0,1,4,1,2,2,2,0,0,1,3
187,187,187,1,2,74,0,0,0,1,2,2,0,0,0,4,4
188,188,188,1,2,74,0,0,0,1,1,0,0,0,0,4,2
189,189,189,0,2,21,0,0,5,1,2,0,0,0,0,3,1
190,190,190,0,8,116,1,3,4,1,2,2,2,0,0,2,2
191,191,191,0,2,20,0,0,3,1,1,2,0,0,0,4,3
192,192,192,0,9,116,0,1,1,2,2,2,2,0,0,3,2
193,193,193,0,6,21,0,4,4,1,2,1,1,0,0,4,2
194,194,194,1,18,131,0,1,5,1,2,2,2,0,0,10,0
195,195,195,1,14,74,1,1,4,0,1,2,2,0,0,3,0
196,196,196,0,2,21,1,5,4,1,2,0,0,0,0,2,1
197,197,197,0,12,145,1,0,3,1,1,2,2,0,0,1,4
198,198,198,0,12,21,0,0,0,1,2,0,2,0,0,1,4
199,199,199,1,1,8,0,0,1,1,2,0,0,0,0,5,1
200,200,200,1,2,74,0,0,0,1,1,2,0,0,0,2,3
201,201,201,1,3,74,0,1,4,1,2,1,1,0,0,2,1
202,202,202,1,3,74,1,2,5,1,1,0,0,0,0,4,1
203,203,203,0,6,21,0,6,4,2,2,2,2,0,200,6,4
204,204,204,0,3,99,1,0,5,2,2,0,0,0,0,1,2
205,205,205,1,3,74,1,1,4,0,2,0,1,0,0,3,2
206,206,206,1,24,74,0,1,4,1,2,2,2,1,20,2,4
207,207,207,1,1,74,1,1,5,1,1,0,0,0,0,1,1
208,208,208,1,2,74,0,0,0,1,1,0,0,0,250,13,3
209,209,209,1,2,74,1,3,4,1,1,2,0,0,0,1,2
210,210,210,1,7,74,0,1,4,1,2,2,0,0,0,1,3
211,211,211,0,3,19,1,0,2,2,0,0,0,0,150,3,1
212,212,212,1,1,74,0,1,4,1,2,0,0,0,0,2,3
213,213,213,1,1,74,0,0,0,1,2,2,0,0,0,9,2
214,214,214,1,55,131,1,0,6,1,2,2,2,0,0,5,2
215,215,215,1,2,93,0,0,0,1,2,2,0,0,0,3,2
216,216,216,1,3,74,0,0,0,1,1,2,2,0,0,3,3
217,217,217,1,36,112,0,3,1,1,1,1,2,0,0,9,3
218,218,218,0,1,20,0,0,6,1,0,0,0,0,0,10,2
219,219,219,0,6,99,0,1,1,1,1,0,0,0,0,3,4
220,220,220,0,6,20,0,1,1,1,1,0,0,0,0,3,1
221,221,221,0,4,145,1,1,4,1,1,0,0,1,0,4,1
222,222,222,1,2,74,0,1,5,1,1,2,0,0,0,3,1
223,223,223,1,5,74,0,0,0,1,2,2,0,0,0,1,2
224,224,224,0,20,20,1,0,3,0,1,0,0,0,0,4,1
225,225,225,1,2,74,0,1,5,1,2,2,0,0,0,6,3
226,226,226,1,7,74,1,1,5,1,1,2,1,0,0,1,1
227,227,227,0,1,21,1,0,5,1,2,0,0,0,0,6,1
228,228,228,1,1,74,0,0,4,1,2,0,0,0,0,1,3
229,229,229,0,28,146,1,0,4,0,0,2,0,0,0,5,2
230,230,230,1,24,143,0,0,0,1,1,2,2,0,250,9,4
231,231,231,1,12,74,1,1,2,1,1,2,2,0,0,0,4
232,232,232,0,4,21,1,0,0,1,2,0,0,0,0,4,4
233,233,233,1,2,74,0,0,2,1,1,2,0,0,0,4,2
234,234,234,0,2,20,1,6,4,2,2,2,0,0,0,5,1
235,235,235,1,1,74,0,0,0,2,2,0,0,0,0,1,4
236,236,236,1,5,131,0,0,0,1,2,1,1,0,300,1,1
237,237,237,0,22,20,0,0,4,1,1,2,2,0,0,7,4
238,238,238,0,36,21,0,0,0,1,1,2,2,0,0,4,4
239,239,239,1,36,112,0,5,4,1,1,2,2,0,0,2,2
240,240,240,1,8,74,1,6,4,1,2,2,0,0,0,2,4
241,241,241,1,10,74,0,5,4,1,2,0,2,0,0,2,4
242,242,242,1,2,74,0,1,6,1,2,0,0,0,0,4,4
243,243,243,0,2,20,1,0,5,2,1,0,0,0,0,4,4
244,244,244,1,3,74,1,0,4,1,2,1,1,0,0,2,4
245,245,245,1,3,74,0,0,5,1,2,0,0,0,0,2,3
246,246,246,1,60,98,0,0,5,2,1,1,2,0,0,1,3
247,247,247,1,2,74,1,1,4,1,2,2,0,0,0,1,2
248,248,248,0,12,20,1,1,5,1,1,2,2,0,0,2,1
249,249,249,1,1,74,0,0,0,1,1,0,0,0,0,1,3
250,250,250,1,1,74,0,5,4,1,1,0,0,0,0,1,3
251,251,251,1,24,74,0,5,4,0,2,1,2,1,0,2,4
252,252,252,1,3,74,0,1,4,1,2,2,2,0,200,6,4
253,253,253,1,2,74,1,0,0,1,2,0,0,0,0,7,3
254,254,254,0,12,20,1,0,4,2,1,1,1,0,0,1,4
255,255,255,1,12,74,0,1,4,1,1,0,0,0,0,1,4
256,256,256,1,1,74,1,1,4,1,2,2,0,0,0,1,3
257,257,257,0,11,21,0,0,6,1,2,2,2,0,0,11,2
258,258,258,1,74,98,1,1,5,1,1,1,1,0,0,2,2
259,259,259,1,36,117,0,1,2,1,0,2,2,0,0,3,3
260,260,260,1,3,74,0,1,5,1,1,0,0,0,0,3,3
261,261,261,1,2,74,0,0,0,1,2,2,0,0,0,6,3
262,262,262,1,3,74,0,0,0,1,1,2,0,0,0,4,3
263,263,263,1,48,77,1,5,4,2,2,2,0,0,0,1,1
264,264,264,1,2,74,0,0,0,1,2,2,2,0,0,8,3
265,265,265,1,36,77,1,1,4,2,1,1,0,0,0,3,2
266,266,266,0,3,19,1,0,5,1,0,0,0,0,0,5,2
267,267,267,0,4,21,0,0,3,2,2,0,0,0,0,3,1
268,268,268,1,1,62,1,0,0,1,2,0,0,0,0,5,3
269,269,269,1,60,91,1,0,5,1,2,2,2,0,0,1,2
270,270,270,1,2,74,0,0,4,1,1,2,0,0,0,1,2
271,271,271,1,4,74,0,0,0,1,1,2,0,0,0,4,4
272,272,272,0,2,21,0,0,6,1,2,0,0,0,0,1,1
273,273,273,1,3,74,0,3,4,1,2,2,2,0,0,7,4
274,274,274,1,2,74,0,0,0,1,1,0,0,0,0,1,2
275,275,275,0,1,20,0,5,4,2,1,0,0,0,0,10,1
276,276,276,1,18,74,0,0,4,1,2,2,2,0,0,3,4
277,277,277,0,3,21,1,3,4,1,2,2,0,0,20,0,2
278,278,278,0,6,20,1,4,5,1,1,2,2,0,120,5,2
279,279,279,1,2,74,1,0,0,1,2,2,0,0,0,14,2
280,280,280,1,24,74,0,1,4,1,2,1,1,0,0,6,3
281,281,281,0,6,21,1,0,5,1,2,1,1,0,0,3,4
282,282,282,1,2,74,0,1,4,1,1,0,0,0,0,4,2
283,283,283,1,48,98,1,0,4,2,1,2,0,0,0,0,1
284,284,284,1,2,74,1,1,4,1,2,0,0,0,1,3,1
285,285,285,0,3,21,0,4,5,1,2,0,0,0,0,3,2
286,286,286,1,53,74,1,5,4,1,1,2,1,0,0,1,4
287,287,287,0,1,15,1,0,5,2,2,0,0,0,0,1,4
288,288,288,0,7,19,1,0,5,1,1,2,2,0,0,15,4
289,289,289,0,4,21,0,0,4,2,2,0,0,0,0,3,2
290,290,290,1,1,74,1,1,4,1,1,0,0,0,0,1,2
291,291,291,0,1,21,1,0,5,1,2,0,0,0,0,4,2
292,292,292,1,48,74,1,1,4,1,2,1,1,0,0,1,4
293,293,293,0,2,145,0,4,5,2,2,0,0,0,0,5,1
294,294,294,1,1,18,1,0,0,1,2,1,0,0,0,7,2
295,295,295,0,3,21,0,2,3,1,2,2,2,0,100,1,4
296,296,296,1,7,141,0,1,4,0,1,2,0,0,0,1,1
297,297,297,1,3,74,1,0,5,1,2,2,0,0,0,1,4
298,298,298,1,1,74,0,0,0,1,2,2,0,0,0,6,2
299,299,299,0,3,21,0,5,4,2,2,0,0,0,0,3,3
300,300,300,0,3,21,0,0,0,1,2,0,0,0,0,3,2
301,301,301,1,12,74,1,0,4,1,1,1,2,0,150,3,4
302,302,302,1,2,0,0,1,4,1,2,2,0,0,0,3,3
303,303,303,1,3,56,0,0,5,2,1,1,0,0,0,1,4
304,304,304,1,25,91,1,4,5,1,0,2,0,0,100,2,1
305,305,305,0,14,21,0,1,4,1,2,1,1,0,0,2,1
306,306,306,1,1,74,0,1,4,1,1,2,0,0,0,1,3
307,307,307,0,1,21,0,1,3,2,2,1,0,0,30,1,4
308,308,308,1,10,62,0,0,5,1,1,2,0,0,0,2,1
309,309,309,1,1,74,0,0,2,1,1,0,0,0,0,5,1
310,310,310,0,12,20,0,0,5,1,1,2,2,0,150,1,1
311,311,311,1,84,43,1,1,1,1,1,2,2,1,0,1,4
312,312,312,0,3,21,1,3,5,1,2,0,0,0,0,1,1
313,313,313,1,6,74,0,0,4,1,1,0,0,0,0,4,4
314,314,314,1,8,74,1,1,4,1,2,2,0,0,0,10,2
315,315,315,0,1,21,0,0,0,1,2,0,0,0,0,3,0
316,316,316,0,18,20,0,2,5,1,2,0,0,0,0,3,0
317,317,317,0,2,21,0,0,5,2,2,0,0,0,0,2,4
318,318,318,0,36,21,0,0,3,1,1,0,2,0,0,4,4
319,319,319,1,2,74,0,1,5,1,1,1,0,0,0,2,3
320,320,320,0,2,21,1,1,4,2,2,0,0,0,0,2,3
321,321,321,1,1,74,0,0,0,0,2,0,0,0,50,9,1
322,322,322,0,18,21,1,6,4,1,2,2,2,0,0,1,4
323,323,323,1,4,94,1,0,0,0,1,0,0,0,0,12,2
324,324,324,1,2,74,1,0,0,1,2,0,0,0,0,1,2
325,325,325,1,2,74,0,0,5,1,1,0,0,0,0,4,3
326,326,326,1,1,74,1,0,0,1,1,0,0,0,0,1,3
327,327,327,1,2,74,1,0,0,1,2,2,0,0,0,4,3
328,328,328,1,8,74,1,1,5,1,2,0,0,0,0,1,2
329,329,329,0,3,116,1,3,4,2,2,1,1,0,0,1,4
330,330,330,0,3,21,1,2,4,1,2,2,0,0,0,3,1
331,331,331,0,3,19,1,0,4,1,0,2,0,0,100,2,2
332,332,332,0,12,21,0,1,4,2,2,0,0,0,0,5,2
333,333,333,1,72,40,0,0,0,0,0,2,0,0,0,4,1
334,334,334,0,3,116,0,0,0,2,2,2,0,0,0,4,4
335,335,335,1,2,74,0,1,4,1,1,2,0,0,0,1,3
336,336,336,1,2,74,1,0,0,1,2,1,0,0,0,1,1
337,337,337,1,4,74,0,1,5,1,1,1,1,0,0,3,4
338,338,338,1,3,74,1,1,4,1,2,2,2,0,0,2,1
339,339,339,1,4,74,1,0,0,1,2,0,0,0,0,2,1
340,340,340,0,3,21,0,0,4,2,2,1,1,0,0,3,4
341,341,341,0,4,21,1,0,4,1,2,2,2,1,0,5,3
342,342,342,0,12,116,1,3,1,1,2,0,2,0,100,10,2
343,343,343,1,36,117,1,0,5,1,1,2,2,0,0,2,1
344,344,344,0,2,57,0,0,0,1,0,0,0,0,100,5,1
345,345,345,1,4,74,0,5,4,1,2,2,0,0,0,1,1
346,346,346,1,5,10,1,0,5,2,1,2,0,0,0,10,1
347,347,347,0,12,20,0,0,4,1,1,0,0,0,0,2,3
348,348,348,0,5,21,1,0,0,1,2,1,1,0,0,1,1
349,349,349,1,2,74,0,0,0,1,2,0,0,0,0,4,1
350,350,350,1,48,68,0,1,4,1,2,0,0,0,0,4,4
351,351,351,1,5,74,0,1,4,1,1,2,0,0,0,3,4
352,352,352,1,5,74,0,1,4,2,2,1,1,0,0,3,4
353,353,353,0,4,21,0,1,5,2,2,1,0,0,0,7,2
354,354,354,1,3,74,0,1,4,1,1,0,0,0,0,5,4
355,355,355,0,4,21,1,0,3,2,2,0,0,0,0,5,2
356,356,356,0,5,20,1,0,4,1,1,1,1,0,0,1,1
357,357,357,0,3,21,1,6,4,2,2,2,0,0,0,6,2
358,358,358,0,2,21,0,0,5,1,2,0,0,0,0,4,2
359,359,359,1,4,74,0,1,4,1,2,2,0,0,0,3,3
360,360,360,1,12,74,0,1,6,1,2,2,2,0,0,2,2
361,361,361,0,4,13,0,1,6,2,2,0,0,1,0,1,2
362,362,362,1,5,74,1,5,4,1,2,2,2,0,0,0,4
363,363,363,1,2,74,0,0,0,1,2,2,0,0,0,1,4
364,364,364,1,2,93,0,1,4,1,2,1,0,0,0,4,3
365,365,365,1,3,91,1,4,5,2,1,2,0,0,0,5,1
366,366,366,0,17,21,0,0,0,1,2,2,0,0,0,5,4
367,367,367,1,8,77,0,1,4,2,2,2,1,0,0,1,0
368,368,368,0,5,21,1,0,0,1,1,0,0,0,0,1,1
369,369,369,1,12,50,1,0,0,1,1,2,2,0,150,5,3
370,370,370,1,5,74,0,0,4,1,2,2,2,0,100,5,4
371,371,371,1,2,74,0,0,4,1,2,0,0,0,0,3,3
372,372,372,1,24,74,0,0,4,2,2,1,1,1,0,1,2
373,373,373,1,5,74,1,0,0,1,2,2,0,0,0,4,1
374,374,374,1,2,74,1,0,4,1,1,1,1,0,0,1,4
375,375,375,1,2,74,0,1,5,1,1,2,0,0,0,5,1
376,376,376,1,36,91,0,4,5,1,1,2,0,0,0,1,1
377,377,377,1,24,74,0,6,4,0,0,0,0,0,0,2,4
378,378,378,0,9,19,1,0,5,1,0,0,0,1,0,2,4
379,379,379,1,3,74,0,1,4,1,1,2,2,0,0,12,4
380,380,380,0,10,21,0,0,0,2,2,2,2,0,0,23,3
381,381,381,1,12,77,1,4,4,1,2,2,2,0,0,7,2
382,382,382,1,48,55,0,2,4,2,2,2,2,0,0,1,2
383,383,383,0,24,57,1,0,0,1,0,2,0,0,0,1,1
384,384,384,1,76,131,0,0,0,1,1,2,0,0,0,2,2
385,385,385,0,2,21,0,0,3,2,1,1,1,0,0,1,3
386,386,386,0,30,15,0,4,5,1,1,0,0,0,0,1,1
387,387,387,1,1,74,0,0,4,1,1,0,0,0,0,1,3
388,388,388,1,48,74,0,3,4,1,0,2,2,0,0,1,2
389,389,389,1,12,74,0,5,4,1,0,2,2,0,0,2,4
390,390,390,0,1,21,1,0,5,1,2,0,0,0,0,2,1
391,391,391,0,18,21,1,3,5,2,2,2,1,0,0,7,2
392,392,392,1,1,74,1,0,0,1,2,0,0,0,0,1,3
393,393,393,1,2,74,0,0,0,1,2,0,0,0,0,1,4
394,394,394,0,132,21,0,0,0,1,2,2,2,0,0,1,3
395,395,395,0,16,21,1,5,4,0,1,2,2,0,0,0,4
396,396,396,1,84,73,1,1,2,2,2,1,1,0,0,1,4
397,397,397,1,48,74,0,1,4,1,1,1,1,0,0,3,4
398,398,398,0,12,19,1,3,4,1,0,2,1,0,0,5,1
399,399,399,1,2,74,1,0,0,1,1,2,0,0,0,5,1
400,400,400,1,72,43,0,3,1,0,0,2,2,0,0,0,4
401,401,401,0,3,20,1,5,4,1,1,1,1,0,0,1,1
402,402,402,1,60,117,0,1,5,2,1,2,1,0,0,4,2
403,403,403,0,2,99,0,1,1,1,1,0,0,0,0,5,2
404,404,404,0,1,21,0,1,5,2,2,0,0,0,0,4,4
405,405,405,1,7,74,1,0,4,1,2,2,0,0,0,1,4
